model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
dwconv-bn-relu_prior_UVOUXN.pt,7,63,63,5,2,0.0200655,0.001638,0.12067019999999996
dwconv-bn-relu_prior_L2MSOF.pt,7,41,41,3,1,0.02009,0.00041,0.12432144
dwconv-bn-relu_prior_ZYOEFI.pt,7,41,41,3,1,0.02009,0.00041,0.17811327999999996
dwconv-bn-relu_prior_6ZNZMR.pt,7,165,165,3,2,0.0202125,0.00165,0.13846756000000002
dwconv-bn-relu_prior_10O2RG.pt,7,169,169,3,2,0.0207025,0.00169,0.14395293999999997
dwconv-bn-relu_prior_UNVGCV.pt,7,43,43,3,1,0.02107,0.00043,0.13990386
dwconv-bn-relu_prior_7M95FD.pt,7,43,43,3,1,0.02107,0.00043,0.14382369999999997
dwconv-bn-relu_prior_VE0HZF.pt,14,43,43,3,2,0.02107,0.00043,0.15711258
dwconv-bn-relu_prior_B5XWT3.pt,14,44,44,3,2,0.02156,0.00044,0.1536395
dwconv-bn-relu_prior_99WR2C.pt,7,181,181,3,2,0.0221725,0.00181,0.33951286
dwconv-bn-relu_prior_4O48RI.pt,7,70,70,5,2,0.022295,0.00182,0.16260698
dwconv-bn-relu_prior_FZELPL.pt,7,46,46,3,1,0.02254,0.00046,0.14556729999999998
dwconv-bn-relu_prior_WMDTJI.pt,7,18,18,5,1,0.022932,0.000468,0.14403997999999993
dwconv-bn-relu_prior_KY5K5A.pt,7,47,47,3,1,0.02303,0.00047,0.14553048000000002
dwconv-bn-relu_prior_CLW6C5.pt,14,12,12,3,1,0.02352,0.00012,0.24258431999999996
dwconv-bn-relu_prior_SXKGLF.pt,7,48,48,3,1,0.02352,0.00048,0.18613301999999993
dwconv-bn-relu_prior_AGZCW8.pt,7,49,49,3,1,0.02401,0.00049,0.14734123999999998
dwconv-bn-relu_prior_M5NYIA.pt,7,41,41,7,2,0.0251125,0.00205,0.24557129999999996
dwconv-bn-relu_prior_NOVVG7.pt,7,41,41,7,2,0.0251125,0.00205,0.2555261200000001
dwconv-bn-relu_prior_KOLJMT.pt,28,13,13,3,2,0.02548,0.00013,0.13811688
dwconv-bn-relu_prior_KU3SCR.pt,7,54,54,3,1,0.02646,0.00054,0.13309239999999997
dwconv-bn-relu_prior_CLXAZD.pt,7,219,219,3,2,0.0268275,0.00219,0.38702606
dwconv-bn-relu_prior_G8UYOQ.pt,7,56,56,3,1,0.02744,0.00056,0.10572933999999996
dwconv-bn-relu_prior_3L87AF.pt,7,22,22,5,1,0.028028,0.000572,0.1296098
dwconv-bn-relu_prior_L0QEG8.pt,7,91,91,5,2,0.0289835,0.002366,0.13737818
dwconv-bn-relu_prior_0682ZM.pt,14,15,15,3,1,0.0294,0.00015,0.28204553999999993
dwconv-bn-relu_prior_SKIKQ7.pt,7,60,60,3,1,0.0294,0.0006,0.28886099999999987
dwconv-bn-relu_prior_XDCQ1U.pt,7,61,61,3,1,0.02989,0.00061,0.12292029999999998
dwconv-bn-relu_prior_OYIJ1E.pt,7,61,61,3,1,0.02989,0.00061,0.12340606000000003
dwconv-bn-relu_prior_E3OWE8.pt,7,94,94,5,2,0.029939,0.002444,0.12491968000000003
dwconv-bn-relu_prior_2LXDRJ.pt,7,62,62,3,1,0.03038,0.00062,0.4526781200000001
dwconv-bn-relu_prior_9HWAFS.pt,7,62,62,3,1,0.03038,0.00062,0.13456846
dwconv-bn-relu_prior_IV4F41.pt,7,65,65,3,1,0.03185,0.00065,0.12793096
dwconv-bn-relu_prior_2ZGJ4I.pt,7,68,68,3,1,0.03332,0.00068,0.12384330000000002
dwconv-bn-relu_prior_1FKFS2.pt,7,68,68,3,1,0.03332,0.00068,0.13189526
dwconv-bn-relu_prior_1WKPNV.pt,7,68,68,3,1,0.03332,0.00068,0.13068325999999994
dwconv-bn-relu_prior_8K632N.pt,7,68,68,3,1,0.03332,0.00068,0.4262775200000001
dwconv-bn-relu_prior_RIRH5W.pt,7,70,70,3,1,0.0343,0.0007,0.13662387999999995
dwconv-bn-relu_prior_FFFTWN.pt,7,70,70,3,1,0.0343,0.0007,0.13929321999999994
dwconv-bn-relu_prior_CUJUM3.pt,7,109,109,5,2,0.0347165,0.002834,0.12600579999999997
dwconv-bn-relu_prior_FPAP1Y.pt,7,110,110,5,2,0.035035,0.00286,0.12891512
dwconv-bn-relu_prior_A36HCR.pt,7,73,73,3,1,0.03577,0.00073,0.13686552000000005
dwconv-bn-relu_prior_FWPTR1.pt,7,73,73,3,1,0.03577,0.00073,0.13750582
dwconv-bn-relu_prior_RSDCJF.pt,7,74,74,3,1,0.03626,0.00074,0.29315075999999995
dwconv-bn-relu_prior_T7DELA.pt,14,74,74,3,2,0.03626,0.00074,0.23672356
dwconv-bn-relu_prior_KAH0OY.pt,7,75,75,3,1,0.03675,0.00075,0.13190626000000003
dwconv-bn-relu_prior_K4H4UY.pt,7,29,29,5,1,0.036946,0.000754,0.35740807999999996
dwconv-bn-relu_prior_RLMLJL.pt,14,76,76,3,2,0.03724,0.00076,0.3895683000000001
dwconv-bn-relu_prior_SESCJN.pt,7,77,77,3,1,0.03773,0.00077,0.14222039999999997
dwconv-bn-relu_prior_M9NC7O.pt,7,121,121,5,2,0.0385385,0.003146,0.44002340000000006
dwconv-bn-relu_prior_38W6XA.pt,14,20,20,3,1,0.0392,0.0002,0.1443874
dwconv-bn-relu_prior_QBW69X.pt,7,80,80,3,1,0.0392,0.0008,0.40060984
dwconv-bn-relu_prior_7709K4.pt,7,31,31,5,1,0.039494,0.000806,0.1492111
dwconv-bn-relu_prior_R809CJ.pt,14,31,31,5,2,0.039494,0.000806,0.13803542000000002
dwconv-bn-relu_prior_ZRKHAD.pt,7,81,81,3,1,0.03969,0.00081,0.14228565999999995
dwconv-bn-relu_prior_N70I20.pt,7,81,81,3,1,0.03969,0.00081,0.13942862
dwconv-bn-relu_prior_F6Z0D7.pt,14,81,81,3,2,0.03969,0.00081,0.14532154000000003
dwconv-bn-relu_prior_B8QLBU.pt,7,125,125,5,2,0.0398125,0.00325,0.1376627
dwconv-bn-relu_prior_PFIFY2.pt,7,82,82,3,1,0.04018,0.00082,0.13175247999999998
dwconv-bn-relu_prior_0ABY5A.pt,7,82,82,3,1,0.04018,0.00082,0.1406547
dwconv-bn-relu_prior_A86KEF.pt,14,84,84,3,2,0.04116,0.00084,0.13523197999999997
dwconv-bn-relu_prior_1RE7YX.pt,14,84,84,3,2,0.04116,0.00084,0.42776412
dwconv-bn-relu_prior_THI0G7.pt,7,87,87,3,1,0.04263,0.00087,0.14760006
dwconv-bn-relu_prior_MKICL2.pt,14,22,22,3,1,0.04312,0.00022,0.15567566
dwconv-bn-relu_prior_8TVZSR.pt,7,88,88,3,1,0.04312,0.00088,0.22721958
dwconv-bn-relu_prior_4DLUT0.pt,7,34,34,5,1,0.043316,0.000884,0.13801628
dwconv-bn-relu_prior_2I5TON.pt,7,89,89,3,1,0.04361,0.00089,0.12940648
dwconv-bn-relu_prior_ZJOZDW.pt,14,18,18,7,2,0.0441,0.0009,0.22754264
dwconv-bn-relu_prior_AUIAXY.pt,7,92,92,3,1,0.04508,0.00092,0.13234601999999998
dwconv-bn-relu_prior_0VHHSF.pt,7,92,92,3,1,0.04508,0.00092,0.14966162
dwconv-bn-relu_prior_76REH2.pt,7,92,92,3,1,0.04508,0.00092,0.13820955999999998
dwconv-bn-relu_prior_JXGCJL.pt,7,93,93,3,1,0.04557,0.00093,0.13437152
dwconv-bn-relu_prior_LBBIN7.pt,7,93,93,3,1,0.04557,0.00093,0.09200071999999998
dwconv-bn-relu_prior_1QK5HT.pt,7,93,93,3,1,0.04557,0.00093,0.13014911999999998
dwconv-bn-relu_prior_SYR48E.pt,7,95,95,3,1,0.04655,0.00095,0.12726438
dwconv-bn-relu_prior_52G1T9.pt,14,25,25,3,1,0.049,0.00025,0.1289457
dwconv-bn-relu_prior_MT3V93.pt,7,100,100,3,1,0.049,0.001,0.13043243999999998
dwconv-bn-relu_prior_47IM59.pt,7,154,154,5,2,0.049049,0.004004,0.13437858
dwconv-bn-relu_prior_K1UDAK.pt,7,101,101,3,1,0.04949,0.00101,0.13370405999999999
dwconv-bn-relu_prior_5W4OSG.pt,14,39,39,5,2,0.049686,0.001014,0.12742116
dwconv-bn-relu_prior_5E70BR.pt,14,39,39,5,2,0.049686,0.001014,0.13768875999999997
dwconv-bn-relu_prior_ZEXURA.pt,7,39,39,5,1,0.049686,0.001014,0.12773398000000002
dwconv-bn-relu_prior_H400U3.pt,7,103,103,3,1,0.05047,0.00103,0.12024750000000001
dwconv-bn-relu_prior_SFHSE9.pt,7,40,40,5,1,0.05096,0.00104,0.14177231999999998
dwconv-bn-relu_prior_HYGMJ8.pt,7,40,40,5,1,0.05096,0.00104,0.1409126
dwconv-bn-relu_prior_KKN39N.pt,7,40,40,5,1,0.05096,0.00104,0.13585493999999998
dwconv-bn-relu_prior_BJQHKL.pt,7,105,105,3,1,0.05145,0.00105,0.13979534000000002
dwconv-bn-relu_prior_ZTA7KJ.pt,7,163,163,5,2,0.0519155,0.004238,0.16603434
dwconv-bn-relu_prior_WMJ8CZ.pt,7,163,163,5,2,0.0519155,0.004238,0.14167680000000002
dwconv-bn-relu_prior_ET96S3.pt,14,106,106,3,2,0.05194,0.00106,0.13616675999999997
dwconv-bn-relu_prior_GNS55S.pt,7,109,109,3,1,0.05341,0.00109,0.31733227999999997
dwconv-bn-relu_prior_OL6NFR.pt,7,109,109,3,1,0.05341,0.00109,0.13606938000000002
dwconv-bn-relu_prior_VGRGX3.pt,7,42,42,5,1,0.053508,0.001092,0.12568556
dwconv-bn-relu_prior_Y9V270.pt,7,42,42,5,1,0.053508,0.001092,0.13132216000000008
dwconv-bn-relu_prior_52DG2A.pt,7,43,43,5,1,0.054782,0.001118,0.12439413999999997
dwconv-bn-relu_prior_4CO7QW.pt,7,175,175,5,2,0.0557375,0.00455,0.12739098000000001
dwconv-bn-relu_prior_FQM5GM.pt,14,11,11,5,1,0.056056,0.000286,0.13624843999999994
dwconv-bn-relu_prior_9U6JBH.pt,7,176,176,5,2,0.056056,0.004576,0.13690896
dwconv-bn-relu_prior_ZS78JC.pt,7,118,118,3,1,0.05782,0.00118,0.28433418
dwconv-bn-relu_prior_1W6G2C.pt,14,46,46,5,2,0.058604,0.001196,0.12830076
dwconv-bn-relu_prior_T2OAX5.pt,7,24,24,7,1,0.0588,0.0012,0.12900411999999997
dwconv-bn-relu_prior_753YKF.pt,7,488,488,3,2,0.05978,0.00488,0.13046902000000002
dwconv-bn-relu_prior_JJ1N0Q.pt,7,123,123,3,1,0.06027,0.00123,0.13251024
dwconv-bn-relu_prior_YCA4NP.pt,14,124,124,3,2,0.06076,0.00124,0.13356817999999998
dwconv-bn-relu_prior_RTIPAB.pt,14,12,12,5,1,0.061152,0.000312,0.13076126000000005
dwconv-bn-relu_prior_IEF0G1.pt,14,32,32,3,1,0.06272,0.00032,0.15108849999999996
dwconv-bn-relu_prior_KB2OMJ.pt,14,32,32,3,1,0.06272,0.00032,0.12754262
dwconv-bn-relu_prior_VPP9MF.pt,14,32,32,3,1,0.06272,0.00032,0.16198516000000002
dwconv-bn-relu_prior_WKHOPV.pt,7,128,128,3,1,0.06272,0.00128,0.12830966
dwconv-bn-relu_prior_C529VD.pt,14,13,13,5,1,0.066248,0.000338,0.15241320000000008
dwconv-bn-relu_prior_KEDQU5.pt,7,52,52,5,1,0.066248,0.001352,0.12561342000000003
dwconv-bn-relu_prior_1UQ0AZ.pt,7,52,52,5,1,0.066248,0.001352,0.13535458000000006
dwconv-bn-relu_prior_7AI4OG.pt,7,53,53,5,1,0.067522,0.001378,0.17223898000000004
dwconv-bn-relu_prior_3AEJXP.pt,14,35,35,3,1,0.0686,0.00035,0.12157330000000002
dwconv-bn-relu_prior_CQS61K.pt,14,35,35,3,1,0.0686,0.00035,0.10145212000000002
dwconv-bn-relu_prior_33RFMZ.pt,14,140,140,3,2,0.0686,0.0014,0.13731285999999998
dwconv-bn-relu_prior_9T462J.pt,7,116,116,7,2,0.07105,0.0058,0.1298862
dwconv-bn-relu_prior_71Q8TG.pt,14,14,14,5,1,0.071344,0.000364,0.12857758000000002
dwconv-bn-relu_prior_RV1ILW.pt,14,14,14,5,1,0.071344,0.000364,0.16568842000000006
dwconv-bn-relu_prior_N7WSN4.pt,7,56,56,5,1,0.071344,0.001456,0.13129212000000004
dwconv-bn-relu_prior_QTZP1G.pt,14,30,30,7,2,0.0735,0.0015,0.3299318
dwconv-bn-relu_prior_XH88TQ.pt,7,120,120,7,2,0.0735,0.006,0.34946756000000007
dwconv-bn-relu_prior_NDGWN7.pt,14,39,39,3,1,0.07644,0.00039,0.10140182000000002
dwconv-bn-relu_prior_MAGXTS.pt,14,15,15,5,1,0.07644,0.00039,0.15016039999999997
dwconv-bn-relu_prior_1V0U3H.pt,7,156,156,3,1,0.07644,0.00156,0.15837502
dwconv-bn-relu_prior_EXVQNJ.pt,14,157,157,3,2,0.07693,0.00157,0.14975582
dwconv-bn-relu_prior_MWEDT3.pt,7,61,61,5,1,0.077714,0.001586,0.1481019
dwconv-bn-relu_prior_SUGCIP.pt,7,159,159,3,1,0.07791,0.00159,0.14947100000000005
dwconv-bn-relu_prior_U8GKGA.pt,7,159,159,3,1,0.07791,0.00159,0.15857256000000003
dwconv-bn-relu_prior_FTT371.pt,14,161,161,3,2,0.07889,0.00161,0.1477074
dwconv-bn-relu_prior_FNQ5QS.pt,7,162,162,3,1,0.07938,0.00162,0.19256337999999995
dwconv-bn-relu_prior_BWL134.pt,7,162,162,3,1,0.07938,0.00162,0.12591169999999996
dwconv-bn-relu_prior_PZVM1K.pt,7,162,162,3,1,0.07938,0.00162,0.12155472000000003
dwconv-bn-relu_prior_OYJWBD.pt,7,163,163,3,1,0.07987,0.00163,0.13347030000000004
dwconv-bn-relu_prior_WP1HVH.pt,7,163,163,3,1,0.07987,0.00163,0.1420693
dwconv-bn-relu_prior_NS4ZAQ.pt,7,163,163,3,1,0.07987,0.00163,0.18536248
dwconv-bn-relu_prior_GA2XDB.pt,14,63,63,5,2,0.080262,0.001638,0.14406955999999999
dwconv-bn-relu_prior_EIQ57G.pt,14,41,41,3,1,0.08036,0.00041,0.13275934
dwconv-bn-relu_prior_ROY3WG.pt,7,164,164,3,1,0.08036,0.00164,0.14032646
dwconv-bn-relu_prior_LCA9CA.pt,7,165,165,3,1,0.08085,0.00165,0.14420297999999998
dwconv-bn-relu_prior_Q8TWN6.pt,7,165,165,3,1,0.08085,0.00165,0.14456491999999999
dwconv-bn-relu_prior_5JRXYH.pt,7,166,166,3,1,0.08134,0.00166,0.15790698000000003
dwconv-bn-relu_prior_3HOLJN.pt,14,166,166,3,2,0.08134,0.00166,0.13059582
dwconv-bn-relu_prior_8OQM3D.pt,7,166,166,3,1,0.08134,0.00166,0.13100612000000006
dwconv-bn-relu_prior_BU65RE.pt,14,16,16,5,1,0.081536,0.000416,0.16570042000000007
dwconv-bn-relu_prior_4YOISC.pt,7,167,167,3,1,0.08183,0.00167,0.16114185999999997
dwconv-bn-relu_prior_9REDRX.pt,14,42,42,3,1,0.08232,0.00042,0.11383658
dwconv-bn-relu_prior_KCET44.pt,7,168,168,3,1,0.08232,0.00168,0.11986512000000005
dwconv-bn-relu_prior_K3VXHZ.pt,14,168,168,3,2,0.08232,0.00168,0.12150169999999999
dwconv-bn-relu_prior_SVHQMQ.pt,7,169,169,3,1,0.08281,0.00169,0.12834100000000004
dwconv-bn-relu_prior_K0TWQG.pt,7,169,169,3,1,0.08281,0.00169,0.12628412
dwconv-bn-relu_prior_858NPZ.pt,14,170,170,3,2,0.0833,0.0017,0.12477127999999998
dwconv-bn-relu_prior_L7STF5.pt,7,34,34,7,1,0.0833,0.0017,0.24136053999999996
dwconv-bn-relu_prior_R3GM6G.pt,7,171,171,3,1,0.08379,0.00171,0.16766394
dwconv-bn-relu_prior_AEKI6P.pt,7,66,66,5,1,0.084084,0.001716,0.17797083999999994
dwconv-bn-relu_prior_VKRVQC.pt,7,172,172,3,1,0.08428,0.00172,0.1442465
dwconv-bn-relu_prior_O5Z07T.pt,7,173,173,3,1,0.08477,0.00173,0.27968652
dwconv-bn-relu_prior_XJQ2QG.pt,7,175,175,3,1,0.08575,0.00175,0.17900610000000008
dwconv-bn-relu_prior_AUVCTY.pt,28,11,11,3,1,0.08624,0.00011,0.12040714
dwconv-bn-relu_prior_XAA71O.pt,7,68,68,5,1,0.086632,0.001768,0.14241448000000004
dwconv-bn-relu_prior_LQNK3N.pt,7,177,177,3,1,0.08673,0.00177,0.15512052000000007
dwconv-bn-relu_prior_M9ICPQ.pt,7,177,177,3,1,0.08673,0.00177,0.12761570000000003
dwconv-bn-relu_prior_GPMQCB.pt,7,178,178,3,1,0.08722,0.00178,0.12651566
dwconv-bn-relu_prior_9TLPF1.pt,7,178,178,3,1,0.08722,0.00178,0.31050336
dwconv-bn-relu_prior_NO8TDY.pt,7,179,179,3,1,0.08771,0.00179,0.21239083999999997
dwconv-bn-relu_prior_FLESOE.pt,7,179,179,3,1,0.08771,0.00179,0.1617743
dwconv-bn-relu_prior_5DD62H.pt,7,179,179,3,1,0.08771,0.00179,0.12990722000000005
dwconv-bn-relu_prior_5X6PSE.pt,7,69,69,5,1,0.087906,0.001794,0.15331535999999998
dwconv-bn-relu_prior_FU7HJN.pt,7,69,69,5,1,0.087906,0.001794,0.17118007999999998
dwconv-bn-relu_prior_I1X3S4.pt,14,45,45,3,1,0.0882,0.00045,0.13765973999999997
dwconv-bn-relu_prior_4A0KRY.pt,14,45,45,3,1,0.0882,0.00045,0.13684108
dwconv-bn-relu_prior_XCZXAD.pt,7,180,180,3,1,0.0882,0.0018,0.15362334
dwconv-bn-relu_prior_953OZ0.pt,14,182,182,3,2,0.08918,0.00182,0.1173184
dwconv-bn-relu_prior_QBO3BL.pt,7,182,182,3,1,0.08918,0.00182,0.14718537999999998
dwconv-bn-relu_prior_NY6E29.pt,7,71,71,5,1,0.090454,0.001846,0.14137090000000002
dwconv-bn-relu_prior_OM9VEX.pt,7,185,185,3,1,0.09065,0.00185,0.5167661600000001
dwconv-bn-relu_prior_FPWZ36.pt,7,186,186,3,1,0.09114,0.00186,0.14691483999999996
dwconv-bn-relu_prior_KAXF8M.pt,7,187,187,3,1,0.09163,0.00187,0.14724056000000002
dwconv-bn-relu_prior_MFEB7L.pt,14,47,47,3,1,0.09212,0.00047,0.14081414
dwconv-bn-relu_prior_2ALIHX.pt,7,73,73,5,1,0.093002,0.001898,0.16374056
dwconv-bn-relu_prior_7B1ZCX.pt,14,48,48,3,1,0.09408,0.00048,0.15466572
dwconv-bn-relu_prior_ZVNYK1.pt,14,39,39,7,2,0.09555,0.00195,0.16841991999999997
dwconv-bn-relu_prior_XVB2FX.pt,14,49,49,3,1,0.09604,0.00049,0.11931763999999999
dwconv-bn-relu_prior_IZCDGF.pt,14,49,49,3,1,0.09604,0.00049,0.15171256000000002
dwconv-bn-relu_prior_N11ALE.pt,14,49,49,3,1,0.09604,0.00049,0.14822429999999998
dwconv-bn-relu_prior_XUUKGX.pt,14,19,19,5,1,0.096824,0.000494,0.13422148
dwconv-bn-relu_prior_FBOEWF.pt,14,50,50,3,1,0.098,0.0005,0.13908749999999998
dwconv-bn-relu_prior_AF0JWV.pt,14,50,50,3,1,0.098,0.0005,0.14503960000000002
dwconv-bn-relu_prior_5LJDDK.pt,7,77,77,5,1,0.098098,0.002002,0.14507267999999998
dwconv-bn-relu_prior_017T8S.pt,7,78,78,5,1,0.099372,0.002028,0.14877502
dwconv-bn-relu_prior_EJKXBX.pt,14,51,51,3,1,0.09996,0.00051,0.14490104000000004
dwconv-bn-relu_prior_99W1MM.pt,14,51,51,3,1,0.09996,0.00051,0.13914294
dwconv-bn-relu_prior_DLX9S9.pt,14,52,52,3,1,0.10192,0.00052,0.13751316000000002
dwconv-bn-relu_prior_Q3E7ZV.pt,28,20,20,5,2,0.10192,0.00052,0.12316974
dwconv-bn-relu_prior_1BUQUB.pt,14,52,52,3,1,0.10192,0.00052,0.12327608000000004
dwconv-bn-relu_prior_DELN8N.pt,14,81,81,5,2,0.103194,0.002106,0.2767425600000001
dwconv-bn-relu_prior_IXBJJR.pt,7,81,81,5,1,0.103194,0.002106,0.13899523999999996
dwconv-bn-relu_prior_26GESI.pt,7,81,81,5,1,0.103194,0.002106,0.14202346
dwconv-bn-relu_prior_FBIPTO.pt,7,81,81,5,1,0.103194,0.002106,0.14846516000000004
dwconv-bn-relu_prior_P3PWJ0.pt,7,81,81,5,1,0.103194,0.002106,0.14119241999999999
dwconv-bn-relu_prior_GAKE18.pt,14,53,53,3,1,0.10388,0.00053,0.13982690000000003
dwconv-bn-relu_prior_XTFQGX.pt,14,43,43,7,2,0.10535,0.00215,0.3157466
dwconv-bn-relu_prior_OFQ4O4.pt,14,83,83,5,2,0.105742,0.002158,0.3157264
dwconv-bn-relu_prior_1DUW0I.pt,14,21,21,5,1,0.107016,0.000546,0.13151478000000005
dwconv-bn-relu_prior_BO2PLE.pt,14,21,21,5,1,0.107016,0.000546,0.14640785999999997
dwconv-bn-relu_prior_6TIGUP.pt,14,55,55,3,1,0.1078,0.00055,0.13378183999999996
dwconv-bn-relu_prior_187IMK.pt,14,11,11,7,1,0.1078,0.00055,0.13469463999999992
dwconv-bn-relu_prior_PIEMFA.pt,7,220,220,3,1,0.1078,0.0022,0.14327938000000004
dwconv-bn-relu_prior_SDDQRT.pt,7,221,221,3,1,0.10829,0.00221,0.14781658
dwconv-bn-relu_prior_6I8SSX.pt,7,222,222,3,1,0.10878,0.00222,0.35829156000000006
dwconv-bn-relu_prior_ULFBUT.pt,7,86,86,5,1,0.109564,0.002236,0.13171896000000005
dwconv-bn-relu_prior_TWDNGV.pt,7,86,86,5,1,0.109564,0.002236,0.13015137999999998
dwconv-bn-relu_prior_9ZGG3C.pt,28,14,14,3,1,0.10976,0.00014,0.35945531999999986
dwconv-bn-relu_prior_53R3XV.pt,14,56,56,3,1,0.10976,0.00056,0.12898046000000002
dwconv-bn-relu_prior_O5V093.pt,14,56,56,3,1,0.10976,0.00056,0.13307918000000007
dwconv-bn-relu_prior_G0IS63.pt,14,57,57,3,1,0.11172,0.00057,0.1321412
dwconv-bn-relu_prior_I1N61K.pt,14,57,57,3,1,0.11172,0.00057,0.13468749999999996
dwconv-bn-relu_prior_2VXUP0.pt,14,22,22,5,1,0.112112,0.000572,0.13497126
dwconv-bn-relu_prior_EA3VIS.pt,14,22,22,5,1,0.112112,0.000572,0.13477452
dwconv-bn-relu_prior_EVWG6M.pt,7,88,88,5,1,0.112112,0.002288,0.13164315999999998
dwconv-bn-relu_prior_MHO6OX.pt,7,88,88,5,1,0.112112,0.002288,0.1372485
dwconv-bn-relu_prior_SLM9TR.pt,7,88,88,5,1,0.112112,0.002288,0.13639637999999998
dwconv-bn-relu_prior_849RXD.pt,7,229,229,3,1,0.11221,0.00229,0.10850127999999999
dwconv-bn-relu_prior_8TDN9E.pt,7,89,89,5,1,0.113386,0.002314,0.13820775999999999
dwconv-bn-relu_prior_1IKIIW.pt,14,58,58,3,1,0.11368,0.00058,0.33057936
dwconv-bn-relu_prior_U817UC.pt,14,58,58,3,1,0.11368,0.00058,0.1348769
dwconv-bn-relu_prior_J8Y7P1.pt,7,232,232,3,1,0.11368,0.00232,0.12909619999999994
dwconv-bn-relu_prior_T8OX3N.pt,14,59,59,3,1,0.11564,0.00059,0.13927714000000002
dwconv-bn-relu_prior_QJWDCP.pt,14,59,59,3,1,0.11564,0.00059,0.30030298
dwconv-bn-relu_prior_3UHUWE.pt,7,92,92,5,1,0.117208,0.002392,0.14998004
dwconv-bn-relu_prior_00XCY7.pt,56,15,15,3,2,0.1176,0.00015,0.14147504000000002
dwconv-bn-relu_prior_DA0DQR.pt,28,60,60,3,2,0.1176,0.0006,0.14803007999999998
dwconv-bn-relu_prior_5FVBER.pt,7,243,243,3,1,0.11907,0.00243,0.13268580000000005
dwconv-bn-relu_prior_HUZI9U.pt,14,61,61,3,1,0.11956,0.00061,0.13584746
dwconv-bn-relu_prior_1J3AXB.pt,7,94,94,5,1,0.119756,0.002444,0.33988026
dwconv-bn-relu_prior_TWA0IX.pt,7,245,245,3,1,0.12005,0.00245,0.14147339999999997
dwconv-bn-relu_prior_NH0JJL.pt,7,245,245,3,1,0.12005,0.00245,0.38118166
dwconv-bn-relu_prior_NEF46O.pt,14,62,62,3,1,0.12152,0.00062,0.13555802000000003
dwconv-bn-relu_prior_T8K1RB.pt,14,62,62,3,1,0.12152,0.00062,0.13594830000000008
dwconv-bn-relu_prior_PUAWST.pt,7,248,248,3,1,0.12152,0.00248,0.13779304
