model_path,HW,CIN,COUT,KERNEL_SIZE,POOL_STRIDES,latency
maxpool_prior_GXY2UM.pt,224,131,131,2,2,3.52321268
maxpool_prior_HJBQK9.pt,14,248,248,3,1,0.49224057999999987
maxpool_prior_L5R1NX.pt,14,140,140,2,2,0.11820348000000003
maxpool_prior_9OHGEB.pt,14,240,240,3,2,0.26111324
maxpool_prior_937T0I.pt,28,54,54,2,2,0.16497124
maxpool_prior_2OJ47Q.pt,112,508,508,2,2,3.53171354
maxpool_prior_DNV7Q4.pt,112,138,138,2,2,1.3698454199999999
maxpool_prior_7I4F7I.pt,224,79,79,3,2,2.8774186599999996
maxpool_prior_N38SZM.pt,14,236,236,2,2,0.13062551999999997
maxpool_prior_H7G1SR.pt,14,234,234,2,2,0.14599642000000002
maxpool_prior_ZHN78W.pt,56,60,60,3,2,0.7808565800000001
maxpool_prior_XJT5WC.pt,28,495,495,2,2,0.8319270199999997
maxpool_prior_8YHD2H.pt,14,507,507,3,2,0.30145552
maxpool_prior_O838RZ.pt,28,509,509,2,2,0.84821544
maxpool_prior_VBP4IG.pt,224,130,130,3,2,5.16024666
maxpool_prior_N1W6PX.pt,56,499,499,2,2,1.3916369599999998
maxpool_prior_R7QV69.pt,56,140,140,3,2,1.21303336
maxpool_prior_YMOQKO.pt,28,95,95,2,2,0.16987232
maxpool_prior_394XWF.pt,112,57,57,2,2,1.15615466
maxpool_prior_BC421L.pt,28,148,148,2,2,0.23186983999999997
maxpool_prior_K5SJML.pt,56,496,496,3,2,1.7959471000000007
maxpool_prior_X2RM5R.pt,224,498,498,3,1,73.42745036
maxpool_prior_0HMQBH.pt,14,58,58,3,2,0.10416015999999999
maxpool_prior_WKQAAS.pt,112,65,65,2,1,1.6320238999999999
maxpool_prior_3N7NF5.pt,224,58,58,3,1,7.865009900000001
maxpool_prior_7C8Y40.pt,14,64,64,2,2,0.08891090000000001
maxpool_prior_4ZFKFV.pt,28,57,57,2,2,0.12540154
maxpool_prior_3NR2GD.pt,28,144,144,2,2,0.22058153999999994
maxpool_prior_2L1NFP.pt,112,73,73,3,2,1.1147050799999996
maxpool_prior_RAPIAV.pt,14,53,53,2,2,0.13985313999999996
maxpool_prior_ULLLQC.pt,112,64,64,2,2,1.3174783399999999
maxpool_prior_W0NCW7.pt,28,246,246,2,2,0.49176020000000004
maxpool_prior_PZSMB5.pt,14,128,128,2,2,0.021631020000000004
maxpool_prior_DFF871.pt,14,54,54,2,2,0.09333298000000001
maxpool_prior_8M2AU1.pt,56,838,838,2,2,2.0937243600000004
maxpool_prior_7F342C.pt,14,52,52,2,2,0.07664614000000002
maxpool_prior_BVAI4C.pt,112,64,64,2,2,1.3541315399999996
maxpool_prior_WBM827.pt,14,67,67,2,2,0.09339963999999998
maxpool_prior_DEY1D4.pt,56,54,54,2,2,0.39134339999999995
maxpool_prior_E5XZZA.pt,112,495,495,3,2,4.488738099999999
maxpool_prior_SXXN1D.pt,14,508,508,3,2,0.33347605999999996
maxpool_prior_V6CQ74.pt,112,253,253,3,2,2.271481020000001
maxpool_prior_0ZUST7.pt,112,65,65,2,2,0.9811582800000003
maxpool_prior_IDF0JM.pt,56,505,505,3,2,1.9815088599999993
maxpool_prior_ISYXMH.pt,56,52,52,3,2,0.59553312
maxpool_prior_W89RD5.pt,28,490,490,2,2,0.9901419199999998
maxpool_prior_2YP0YO.pt,14,492,492,2,2,0.24818640000000003
maxpool_prior_OEFZ97.pt,112,74,74,2,2,1.3843948599999996
maxpool_prior_KA1U0O.pt,112,58,58,2,2,1.3589069399999998
maxpool_prior_3EHOEB.pt,224,496,496,2,2,14.298345720000002
maxpool_prior_BW5BTV.pt,28,503,503,3,2,1.26282842
maxpool_prior_2G0FIK.pt,112,254,254,2,2,1.6797423800000002
maxpool_prior_09S65I.pt,224,836,836,2,1,92.38663543999999
maxpool_prior_GDK9WU.pt,28,242,242,3,2,0.61843928
maxpool_prior_FV2KWU.pt,112,252,252,2,1,5.11074276
maxpool_prior_NA5JTY.pt,112,148,148,2,2,1.44726068
maxpool_prior_QB3QMM.pt,28,495,495,3,2,1.0942428799999997
maxpool_prior_G0I3PE.pt,112,481,481,3,2,4.671172899999999
maxpool_prior_SLKYI2.pt,112,827,827,2,2,5.154317459999999
maxpool_prior_1LFPVB.pt,14,230,230,2,2,0.15057568
maxpool_prior_UZFZQ3.pt,14,67,67,2,2,0.09205479999999999
maxpool_prior_PRSLAD.pt,112,238,238,3,2,2.1697026799999994
maxpool_prior_W68SEH.pt,14,245,245,2,2,0.20003822
maxpool_prior_ZNNGHW.pt,112,502,502,3,2,4.67130768
maxpool_prior_VJF659.pt,14,511,511,3,2,0.34039593999999984
maxpool_prior_87K47A.pt,224,142,142,2,2,3.5144138399999996
maxpool_prior_GQT7HN.pt,14,503,503,3,1,1.1958455
maxpool_prior_GRT6MK.pt,14,255,255,2,2,0.12600266
maxpool_prior_O2SH14.pt,56,65,65,3,1,0.8299474000000001
maxpool_prior_6Z4807.pt,28,74,74,2,2,0.13921412
maxpool_prior_8UAC3E.pt,14,142,142,3,2,0.17061798
maxpool_prior_H3KGAN.pt,28,190,190,2,2,0.50045368
maxpool_prior_T18ZJ3.pt,28,495,495,3,1,1.7023826200000007
maxpool_prior_KF0VXR.pt,28,192,192,2,2,0.30549207999999994
maxpool_prior_28GFF2.pt,28,384,384,3,2,1.1584075799999995
maxpool_prior_WJYIVM.pt,56,514,514,2,2,2.0481684600000003
maxpool_prior_Z0YVM9.pt,14,51,51,2,2,0.08942292
maxpool_prior_TNDO86.pt,56,150,150,3,2,1.5661467399999995
maxpool_prior_0UBNFG.pt,28,41,41,3,2,0.13012823999999998
maxpool_prior_9FGAZ2.pt,56,367,367,3,1,3.0925766599999998
maxpool_prior_K266B9.pt,14,58,58,2,2,0.13133648
maxpool_prior_185DRZ.pt,112,29,29,3,2,1.11207172
maxpool_prior_FXA1TW.pt,14,492,492,3,2,0.3773729
maxpool_prior_HX25IJ.pt,112,50,50,3,2,0.9356248400000001
maxpool_prior_V37RCU.pt,224,75,75,2,2,2.2291823999999987
maxpool_prior_PHWRYK.pt,14,203,203,2,2,0.18278654
maxpool_prior_DXLYKR.pt,14,68,68,3,1,0.19648958
maxpool_prior_R8AJU8.pt,14,132,132,3,2,0.1520021
maxpool_prior_7407NA.pt,112,238,238,2,2,1.6650496799999996
maxpool_prior_9L81CP.pt,112,56,56,3,2,1.3662131799999995
maxpool_prior_8Z9FU6.pt,112,249,249,2,2,1.65503774
maxpool_prior_N6SSS7.pt,112,58,58,2,2,1.0539080399999998
maxpool_prior_573L7V.pt,28,253,253,2,2,0.67949526
maxpool_prior_X1ZXUJ.pt,56,234,234,2,2,1.1483702399999998
maxpool_prior_YN0W87.pt,56,506,506,2,2,1.8163834399999996
maxpool_prior_8XYSMB.pt,224,67,67,2,2,1.8972284999999998
maxpool_prior_L1EN8C.pt,56,199,199,3,2,1.22401236
maxpool_prior_PR20L3.pt,28,504,504,2,2,1.1306634600000003
maxpool_prior_WWWSXR.pt,112,127,127,2,2,1.4377720799999998
maxpool_prior_56Y2RN.pt,56,69,69,3,2,1.0198979599999998
maxpool_prior_2FUYTL.pt,14,60,60,3,2,0.09600721999999999
maxpool_prior_LZ2LQM.pt,56,240,240,3,2,1.4342316399999995
maxpool_prior_V2ZDFB.pt,112,841,841,2,2,4.852980719999998
maxpool_prior_7MDO4P.pt,224,152,152,3,2,5.779361039999999
maxpool_prior_AMIISP.pt,14,507,507,3,2,0.2632222600000001
maxpool_prior_3W5Q74.pt,112,493,493,3,2,4.39968652
maxpool_prior_YCP301.pt,28,231,231,2,2,0.34648892
maxpool_prior_FDY3F8.pt,224,136,136,3,2,5.131168159999999
maxpool_prior_TS47JJ.pt,224,136,136,2,2,3.6281856599999998
maxpool_prior_KCSFO4.pt,56,152,152,2,2,0.99696764
maxpool_prior_UYGE5Q.pt,56,839,839,2,2,1.6238515800000002
maxpool_prior_LVW3I5.pt,112,69,69,2,1,1.7045516600000001
maxpool_prior_DCT6XK.pt,28,149,149,2,2,0.33996656000000003
maxpool_prior_72C5UP.pt,14,49,49,3,2,0.09428646000000002
maxpool_prior_K73YMK.pt,28,506,506,2,2,1.03541116
maxpool_prior_KJK9DA.pt,112,239,239,3,2,2.2696542600000003
maxpool_prior_JYP6G7.pt,14,132,132,2,2,0.11102195999999999
maxpool_prior_TAY9JH.pt,224,233,233,3,2,8.584907800000002
maxpool_prior_3HC57I.pt,28,67,67,2,2,0.22550346
maxpool_prior_XF4NKR.pt,14,71,71,3,2,0.10424086
maxpool_prior_Z49TLE.pt,112,477,477,2,1,11.6372034
maxpool_prior_KF14YJ.pt,56,497,497,2,1,2.64469992
maxpool_prior_BV3KYW.pt,14,246,246,3,2,0.16498654000000004
maxpool_prior_D22MMV.pt,14,487,487,2,2,0.23788354
maxpool_prior_W39V19.pt,28,53,53,3,2,0.2658315600000001
maxpool_prior_GP06MD.pt,14,254,254,2,1,0.39481177999999995
maxpool_prior_AFO1OL.pt,112,249,249,3,2,2.2830771
maxpool_prior_X61W0M.pt,112,510,510,2,2,3.2353798199999995
maxpool_prior_9PXNVY.pt,14,836,836,2,1,1.17154568
maxpool_prior_X75BS3.pt,28,250,250,2,2,0.3663263600000001
maxpool_prior_YDX46J.pt,112,512,512,2,1,13.121298059999999
maxpool_prior_KOEKDU.pt,56,130,130,3,2,1.1450114800000002
maxpool_prior_NHQ9Z1.pt,14,50,50,3,2,0.10688235999999998
maxpool_prior_ZWQT2E.pt,28,32,32,2,2,0.11198332000000004
maxpool_prior_SHEWKG.pt,28,193,193,3,2,0.8031947399999999
maxpool_prior_412DUS.pt,14,247,247,3,2,0.19757144000000001
maxpool_prior_M8WAI5.pt,112,250,250,3,2,2.21534708
maxpool_prior_XGRGLV.pt,112,245,245,2,2,1.60662316
maxpool_prior_JWJLIS.pt,28,67,67,3,2,0.21886975999999997
maxpool_prior_FFT2NK.pt,28,56,56,3,2,0.16312933999999998
maxpool_prior_PE2JNT.pt,14,190,190,2,2,0.17092676
maxpool_prior_GHAB8Z.pt,56,194,194,3,2,1.27616904
maxpool_prior_GU3XSW.pt,28,40,40,2,2,0.11744767999999998
maxpool_prior_LNMH6M.pt,28,847,847,3,2,1.6440105599999995
maxpool_prior_1VP0EG.pt,112,845,845,3,2,7.408114600000004
maxpool_prior_IKMMZG.pt,112,511,511,2,2,3.125095179999999
maxpool_prior_0EJTL8.pt,14,503,503,2,1,0.8132316200000002
maxpool_prior_NQ7OBU.pt,56,140,140,3,2,1.2077008599999999
maxpool_prior_DQ7E86.pt,56,58,58,3,1,1.4834728199999998
maxpool_prior_OXKDXX.pt,14,129,129,2,2,0.10500593999999999
maxpool_prior_XNKBOM.pt,224,54,54,2,2,1.5214151799999995
maxpool_prior_F9SC3J.pt,14,201,201,3,2,0.14611668
maxpool_prior_DN67QD.pt,14,507,507,2,2,0.3062377399999999
maxpool_prior_PW4X07.pt,14,152,152,2,2,0.10644695999999998
maxpool_prior_YIUJRI.pt,224,509,509,2,2,14.229523860000004
maxpool_prior_9SLOMR.pt,14,235,235,2,2,0.02693842
maxpool_prior_RNO4G8.pt,14,255,255,2,2,0.18474355999999997
maxpool_prior_BZAMC7.pt,224,500,500,3,2,19.45138184
maxpool_prior_7QABXD.pt,112,59,59,2,1,1.3418055800000004
maxpool_prior_4KDTRE.pt,14,240,240,2,2,0.12877954
maxpool_prior_0C1TMW.pt,14,504,504,2,1,1.1160652200000003
maxpool_prior_9L83TZ.pt,14,256,256,2,2,0.12709611999999998
maxpool_prior_W4P276.pt,56,57,57,2,1,1.09426014
maxpool_prior_WUBC33.pt,56,496,496,2,2,1.4317026799999995
maxpool_prior_D3B0HW.pt,56,493,493,2,2,1.4660395400000001
maxpool_prior_ATYQA9.pt,28,362,362,3,2,1.1866930999999998
maxpool_prior_BKGU16.pt,28,243,243,3,2,0.85735648
maxpool_prior_BD6KFQ.pt,56,833,833,2,2,1.59205666
maxpool_prior_D9IBJ7.pt,112,240,240,2,1,5.065702380000002
maxpool_prior_IOX6RO.pt,28,82,82,3,1,1.00407808
maxpool_prior_9LDJEF.pt,14,192,192,2,2,0.11310528
maxpool_prior_2Z13W6.pt,112,142,142,3,2,1.5322575399999996
maxpool_prior_KN1S2S.pt,112,494,494,3,2,4.40893074
maxpool_prior_YPN2UH.pt,14,150,150,3,2,0.12203114000000001
maxpool_prior_YQ0AR0.pt,14,41,41,2,2,0.10550359999999999
maxpool_prior_T7J72V.pt,28,70,70,3,2,0.27169831999999994
maxpool_prior_KXKEK2.pt,112,54,54,3,2,1.0261857800000003
maxpool_prior_FR5OKT.pt,14,532,532,3,2,0.33327424000000005
maxpool_prior_JC0ZDK.pt,56,253,253,3,2,1.62080004
maxpool_prior_9CGMP0.pt,112,510,510,2,1,13.227145659999996
maxpool_prior_7BL6NA.pt,14,87,87,3,1,0.19908805999999996
maxpool_prior_85MTZ8.pt,224,247,247,2,2,6.2561984
maxpool_prior_TQWZ08.pt,112,59,59,2,2,1.39356504
maxpool_prior_63EVDD.pt,112,240,240,3,2,2.990481799999998
maxpool_prior_ID2AVX.pt,224,497,497,3,2,19.930816180000004
maxpool_prior_EX0QC0.pt,56,66,66,3,2,0.7097530599999997
maxpool_prior_D43GX2.pt,56,55,55,2,2,0.4230442
maxpool_prior_VDQXEI.pt,112,49,49,2,1,1.4034180799999996
maxpool_prior_6A3FOR.pt,56,500,500,3,2,1.4448339
maxpool_prior_OXUFUM.pt,14,139,139,3,2,0.11780036
maxpool_prior_KGREA0.pt,112,33,33,2,2,0.7231087399999996
maxpool_prior_ZKA62S.pt,224,489,489,3,2,18.803546539999996
maxpool_prior_AFK0OL.pt,14,250,250,3,2,0.15393181999999997
maxpool_prior_GDLVNW.pt,112,844,844,2,2,5.191961900000001
maxpool_prior_13BO3Q.pt,14,238,238,2,2,0.21053238000000005
maxpool_prior_424E71.pt,112,370,370,3,2,3.4768241400000006
maxpool_prior_7NIJA9.pt,112,193,193,3,2,1.88032614
maxpool_prior_EK9767.pt,224,71,71,3,2,3.022138020000001
maxpool_prior_6CCI0I.pt,112,180,180,3,2,1.7559272799999999
maxpool_prior_8Q5RVI.pt,14,53,53,3,2,0.09695356000000001
maxpool_prior_FGC0ST.pt,112,232,232,3,2,2.17276836
maxpool_prior_CF2OVP.pt,28,69,69,3,1,0.96925742
maxpool_prior_VN45ZG.pt,56,505,505,2,2,1.4053375600000004
maxpool_prior_AMN45H.pt,14,197,197,3,2,0.13851490000000002
maxpool_prior_BPREGW.pt,56,504,504,3,2,2.2913493599999994
maxpool_prior_1KM2E7.pt,28,93,93,2,2,0.046011880000000005
maxpool_prior_CG36QI.pt,112,504,504,3,2,4.625978200000001
maxpool_prior_FYF6FZ.pt,14,491,491,3,2,0.42746932
maxpool_prior_TR6APV.pt,28,519,519,3,2,1.13887608
maxpool_prior_OME086.pt,56,71,71,3,2,0.8559735400000003
maxpool_prior_JAU79L.pt,112,70,70,3,2,0.9901533799999999
maxpool_prior_6X609J.pt,14,494,494,2,2,0.25089545999999996
maxpool_prior_NHCIER.pt,28,63,63,2,2,0.12853073999999998
maxpool_prior_UPPTZ0.pt,14,54,54,3,1,0.173437
maxpool_prior_DJ3HK7.pt,112,143,143,3,2,1.9277499999999994
maxpool_prior_S9ECSC.pt,112,503,503,2,2,3.3379378799999997
maxpool_prior_Y6HNGO.pt,14,60,60,2,2,0.09504349999999998
maxpool_prior_FNIO3T.pt,28,135,135,2,2,0.2827227
maxpool_prior_2XLR8U.pt,28,231,231,3,2,0.5192808000000001
maxpool_prior_NH0OVU.pt,56,523,523,2,2,3.1284623799999998
maxpool_prior_6HRXR6.pt,56,144,144,2,2,1.2397482399999997
maxpool_prior_HM3WCZ.pt,28,237,237,2,1,1.3389928599999996
maxpool_prior_D45WAH.pt,14,244,244,3,1,0.5571795600000001
maxpool_prior_IKCU9B.pt,28,235,235,2,2,0.41269609999999995
maxpool_prior_OHUDV7.pt,112,74,74,3,2,1.0235223200000005
maxpool_prior_EQ4XXC.pt,14,64,64,3,2,0.10189542000000003
maxpool_prior_B8722C.pt,14,235,235,3,2,0.15597219999999998
maxpool_prior_GK4KAY.pt,56,73,73,2,1,1.1055929000000002
maxpool_prior_U5FB1F.pt,112,60,60,3,1,2.0862274199999993
maxpool_prior_1Q5QAE.pt,56,476,476,3,2,1.57275904
maxpool_prior_O2KDZS.pt,224,476,476,3,2,18.491647339999997
maxpool_prior_VT5ARN.pt,112,89,89,3,2,1.1140527
maxpool_prior_1YAOUS.pt,14,137,137,3,2,0.14535628000000003
maxpool_prior_E2WXCS.pt,112,489,489,2,2,2.9975221399999996
maxpool_prior_EI4EKJ.pt,56,65,65,3,2,0.7935253800000003
maxpool_prior_9QOJ1W.pt,14,128,128,3,2,0.11181047999999999
maxpool_prior_TBF4VV.pt,14,52,52,3,2,0.10387302000000002
maxpool_prior_3UI0YO.pt,112,152,152,3,2,1.4809014800000002
maxpool_prior_GQGZ9C.pt,56,491,491,2,2,1.5948875600000003
maxpool_prior_L2VZEW.pt,112,51,51,3,2,0.9216670799999997
maxpool_prior_7LMTFY.pt,28,242,242,2,2,0.3585838000000001
maxpool_prior_R0QWWF.pt,14,848,848,2,1,1.3437479
maxpool_prior_ZVPNL9.pt,112,235,235,2,2,1.5745782400000001
maxpool_prior_Z1HW51.pt,112,503,503,3,2,4.684432759999999
maxpool_prior_RU753H.pt,224,81,81,2,1,7.5367830399999995
maxpool_prior_I92XYM.pt,112,503,503,3,2,4.608684280000001
maxpool_prior_UKJ6YY.pt,28,492,492,2,2,0.8517501799999999
maxpool_prior_CVXU3E.pt,14,73,73,3,2,0.07597795999999998
maxpool_prior_CDGRDN.pt,14,75,75,3,2,0.10176797999999998
maxpool_prior_Y87ZW7.pt,112,91,91,3,2,1.5066430199999992
maxpool_prior_88UAIN.pt,28,469,469,2,1,1.4335872799999998
maxpool_prior_5GRUTB.pt,224,235,235,2,2,5.990934420000001
maxpool_prior_YHAPR6.pt,56,94,94,2,2,0.63182994
maxpool_prior_AHXEMK.pt,112,495,495,2,2,3.165365959999999
maxpool_prior_O92BFP.pt,56,137,137,2,1,1.4628152599999995
maxpool_prior_GDBBBA.pt,14,241,241,3,2,0.038602439999999995
maxpool_prior_F3CR9D.pt,14,237,237,2,2,0.12358496000000001
maxpool_prior_VE2EUV.pt,112,54,54,3,2,0.89902968
maxpool_prior_SF620P.pt,14,139,139,3,2,0.11669672
maxpool_prior_GBH2FW.pt,112,143,143,3,2,1.8083744399999995
maxpool_prior_A2CJAF.pt,56,69,69,2,2,0.5161963
maxpool_prior_1PRVFZ.pt,112,134,134,3,2,1.5733302799999997
maxpool_prior_UUQBDM.pt,14,492,492,3,1,1.1607599199999996
maxpool_prior_R72RAN.pt,14,70,70,3,2,0.11422851999999999
maxpool_prior_WZ71IL.pt,56,1044,1044,3,2,2.4158502
maxpool_prior_X0MANX.pt,112,481,481,2,2,3.0311568600000003
maxpool_prior_08272N.pt,14,72,72,2,2,0.09175138
maxpool_prior_0HTUGR.pt,56,508,508,3,2,1.5931331800000001
maxpool_prior_TWP1TG.pt,28,54,54,2,2,0.1283755
maxpool_prior_9RT1XZ.pt,56,844,844,3,2,2.4536837199999995
maxpool_prior_IZ4VHE.pt,14,131,131,2,2,0.10427844000000003
maxpool_prior_XTVQPE.pt,14,497,497,2,2,0.19324258000000005
maxpool_prior_WFK2VH.pt,14,494,494,3,2,0.36904482000000016
maxpool_prior_8ER3D8.pt,112,499,499,3,2,4.78051644
maxpool_prior_R604UT.pt,112,230,230,3,1,7.581761439999999
maxpool_prior_AJIBYW.pt,112,233,233,2,2,1.5853219199999997
maxpool_prior_X4CWJP.pt,14,145,145,3,1,0.3767630599999998
maxpool_prior_806NNO.pt,28,492,492,2,2,0.8833818
maxpool_prior_U4OZES.pt,112,237,237,3,2,2.1362921399999992
maxpool_prior_JH553M.pt,112,71,71,2,2,1.0081497800000003
maxpool_prior_WZJHS5.pt,14,244,244,2,2,0.12860166
maxpool_prior_PROKAQ.pt,14,367,367,2,2,0.21016531999999993
maxpool_prior_ZF0RPC.pt,56,360,360,3,2,1.3655330999999997
maxpool_prior_LDRDMW.pt,56,503,503,3,2,1.7435911400000004
maxpool_prior_XOF9AH.pt,14,84,84,2,2,0.12274214000000003
maxpool_prior_YRXP1O.pt,28,494,494,3,2,1.2313449600000004
maxpool_prior_7JER96.pt,28,492,492,3,2,1.3256226400000002
maxpool_prior_7PD3L1.pt,56,835,835,2,2,1.50512422
maxpool_prior_3D2S1G.pt,112,233,233,2,2,1.7841306800000003
maxpool_prior_KN1DUW.pt,14,502,502,3,2,0.32205458
maxpool_prior_W8EAXB.pt,14,495,495,2,2,0.2369904
maxpool_prior_C7GML2.pt,28,77,77,2,2,0.13956146
maxpool_prior_E5GU6B.pt,14,498,498,2,2,0.28057457999999996
maxpool_prior_YRWL4I.pt,14,135,135,3,2,0.16439510000000002
maxpool_prior_PLBYRJ.pt,14,489,489,2,2,0.24085278000000007
maxpool_prior_EPXDOJ.pt,14,46,46,3,2,0.08976450000000001
maxpool_prior_79YE12.pt,14,838,838,2,1,1.21231344
maxpool_prior_CM9NYT.pt,56,499,499,3,2,1.56803954
maxpool_prior_ZJMVHF.pt,14,201,201,3,2,0.14035002
maxpool_prior_4NVYNB.pt,14,839,839,3,2,0.5787852799999998
maxpool_prior_SPYLAA.pt,112,511,511,3,2,4.50322318
maxpool_prior_2OI2D4.pt,28,511,511,2,1,1.5136880400000003
maxpool_prior_BNCXVD.pt,112,535,535,3,1,19.331586
maxpool_prior_52VFBR.pt,56,512,512,3,2,1.7396272000000008
maxpool_prior_WAZFG4.pt,14,507,507,2,2,0.22818959999999996
maxpool_prior_3G3JQZ.pt,14,60,60,2,2,0.016269540000000002
maxpool_prior_LVLZ8C.pt,56,181,181,3,2,1.1842139600000003
maxpool_prior_3U9DEG.pt,14,52,52,2,2,0.08923061999999997
maxpool_prior_TWIJCT.pt,112,146,146,2,2,1.2585481600000001
maxpool_prior_2B6SIB.pt,112,534,534,2,2,3.3570035399999996
maxpool_prior_9YL2FO.pt,224,511,511,3,2,19.6286171
maxpool_prior_G06RJ6.pt,112,492,492,2,2,3.6820230000000005
maxpool_prior_1J6W1C.pt,28,511,511,2,1,2.30951576
maxpool_prior_SW6C1S.pt,28,70,70,3,2,0.17815331999999998
maxpool_prior_EEM6UX.pt,56,235,235,3,1,1.9311268199999996
maxpool_prior_QV3O6R.pt,14,504,504,2,2,0.27393708000000005
maxpool_prior_15NHSL.pt,224,504,504,3,2,19.542619719999994
maxpool_prior_MBIUO5.pt,224,509,509,2,1,55.12172168000001
maxpool_prior_ZUDLQ5.pt,28,499,499,3,2,1.2651988399999998
maxpool_prior_PR7QOB.pt,56,485,485,2,2,1.6080295000000004
maxpool_prior_WPVH1E.pt,14,838,838,3,2,0.7734090399999998
maxpool_prior_PGF3Z8.pt,28,240,240,2,1,1.31776508
maxpool_prior_F4XXK7.pt,28,141,141,2,2,0.20466762000000002
maxpool_prior_HG9N3A.pt,28,200,200,2,2,0.33187818
maxpool_prior_X827EY.pt,28,135,135,2,2,0.20805078
maxpool_prior_TZEFGN.pt,112,506,506,3,2,4.87463764
maxpool_prior_KQMCO1.pt,112,38,38,3,2,0.9705629599999998
maxpool_prior_CIO25P.pt,28,52,52,3,1,0.48342927999999985
maxpool_prior_PITS8V.pt,112,507,507,3,2,4.65895362
maxpool_prior_B3ZQWC.pt,56,86,86,3,2,0.9721353200000001
maxpool_prior_AXMHFD.pt,28,527,527,3,2,1.2822461
maxpool_prior_LNNN1I.pt,56,134,134,2,2,0.92265692
maxpool_prior_885MPL.pt,14,492,492,2,2,0.18490811999999995
maxpool_prior_7SO6NX.pt,56,488,488,3,2,1.8878016199999996
maxpool_prior_OKTLU2.pt,14,251,251,2,1,0.3674301200000001
maxpool_prior_U6MBFR.pt,112,846,846,3,2,7.6212819000000005
maxpool_prior_C1ZWG1.pt,28,235,235,3,2,0.5818191199999999
maxpool_prior_CHSCGA.pt,28,55,55,3,2,0.15462944
maxpool_prior_SB6DZG.pt,56,500,500,2,2,1.73639804
maxpool_prior_ZP7U4U.pt,28,182,182,2,1,1.0387013599999997
maxpool_prior_5PGVQL.pt,28,66,66,2,2,0.15189031999999997
maxpool_prior_MB96EB.pt,14,183,183,2,2,0.11498670000000001
maxpool_prior_1FUILF.pt,56,496,496,3,2,1.8378400999999998
