model_path,CIN,COUT,feature_0,feature_1,latency
fc_prior_0V53F2.pt,606,1000,0.6065,1.213,0.009610140000000001
fc_prior_6GMOKP.pt,607,1000,0.6075,1.215,0.059832440000000015
fc_prior_T46EH7.pt,615,1000,0.6155,1.231,0.05971424
fc_prior_XTLA58.pt,617,1000,0.6175,1.235,0.060501279999999984
fc_prior_4261BO.pt,617,1000,0.6175,1.235,0.06060253999999999
fc_prior_7SNPSP.pt,619,1000,0.6195,1.239,0.06030971999999998
fc_prior_OD61WG.pt,621,1000,0.6215,1.243,0.06049544000000002
fc_prior_V6JS5T.pt,634,1000,0.6345,1.269,0.06118996000000001
fc_prior_2O80E2.pt,639,1000,0.6395,1.279,0.059309
fc_prior_UTQ819.pt,646,1000,0.6465,1.293,0.06057994
fc_prior_GVNSAG.pt,649,1000,0.6495,1.299,0.06049099999999998
fc_prior_68X07S.pt,665,1000,0.6655,1.331,0.06092744
fc_prior_7M6FJX.pt,669,1000,0.6695,1.339,0.06065374000000002
fc_prior_PU799L.pt,670,1000,0.6705,1.341,0.05996724000000002
fc_prior_ENUB6J.pt,671,1000,0.6715,1.343,0.05834958000000002
fc_prior_SSZOON.pt,679,1000,0.6795,1.359,0.05963907999999999
fc_prior_UAQ9VH.pt,685,1000,0.6855,1.371,0.059840059999999994
fc_prior_1CSEOB.pt,689,1000,0.6895,1.379,0.060075240000000016
fc_prior_UHPB1E.pt,697,1000,0.6975,1.395,0.05921187999999999
fc_prior_N173SN.pt,711,1000,0.7115,1.423,0.06126345999999999
fc_prior_E6WXPK.pt,715,1000,0.7155,1.431,0.06061820000000001
fc_prior_EFN4AL.pt,724,1000,0.7245,1.449,0.015929140000000005
fc_prior_02VPG2.pt,734,1000,0.7345,1.469,0.05915644
fc_prior_17TJQS.pt,736,1000,0.7365,1.473,0.06098294
fc_prior_MRWNZ2.pt,744,1000,0.7445,1.489,0.06090398000000001
fc_prior_1LVFEU.pt,747,1000,0.7475,1.495,0.010097420000000001
fc_prior_7VX5TY.pt,747,1000,0.7475,1.495,0.05954024000000002
fc_prior_LLN5R9.pt,750,1000,0.7505,1.501,0.0604406
fc_prior_N8BF85.pt,751,1000,0.7515,1.503,0.06046881999999999
fc_prior_ARJZ5H.pt,753,1000,0.7535,1.507,0.06136148
fc_prior_FDVN14.pt,757,1000,0.7575,1.515,0.05805804000000002
fc_prior_1V723S.pt,760,1000,0.7605,1.521,0.05872050000000001
fc_prior_1JNKOJ.pt,764,1000,0.7645,1.529,0.06192186000000002
fc_prior_X8NFVM.pt,764,1000,0.7645,1.529,0.05833724
fc_prior_I4UY6H.pt,772,1000,0.7725,1.545,0.0619812
fc_prior_9A7U8R.pt,773,1000,0.7735,1.547,0.0587334
fc_prior_YAWYJN.pt,775,1000,0.7755,1.551,0.059047999999999996
fc_prior_L0ONPW.pt,775,1000,0.7755,1.551,0.06017779999999998
fc_prior_OQEZNS.pt,778,1000,0.7785,1.557,0.06151578000000001
fc_prior_0UUB5J.pt,781,1000,0.7815,1.563,0.060559699999999994
fc_prior_4KT8GC.pt,782,1000,0.7825,1.565,0.05794294
fc_prior_PQ9QLB.pt,784,1000,0.7845,1.569,0.06095229999999999
fc_prior_4LRXU4.pt,785,1000,0.7855,1.571,0.06087760000000002
fc_prior_UZQOQM.pt,785,1000,0.7855,1.571,0.05946930000000001
fc_prior_WY31HC.pt,786,1000,0.7865,1.573,0.05992388000000001
fc_prior_NUX67Y.pt,789,1000,0.7895,1.579,0.06082796
fc_prior_F5VX3L.pt,791,1000,0.7915,1.583,0.058517900000000005
fc_prior_WC21BS.pt,804,1000,0.8045,1.609,0.05982076000000002
fc_prior_Z08QQ1.pt,811,1000,0.8115,1.623,0.059521019999999994
fc_prior_O7LXJI.pt,815,1000,0.8155,1.631,0.05895449999999999
fc_prior_BNO7U8.pt,824,1000,0.8245,1.649,0.06174765999999999
fc_prior_WTVMLR.pt,832,1000,0.8325,1.665,0.060274539999999995
fc_prior_UQKR49.pt,840,1000,0.8405,1.681,0.06180670000000001
fc_prior_TXBG20.pt,840,1000,0.8405,1.681,0.0593799
fc_prior_2FDG31.pt,843,1000,0.8435,1.687,0.05917465999999998
fc_prior_NJW9G4.pt,847,1000,0.8475,1.695,0.06113622000000002
fc_prior_7MNFEY.pt,854,1000,0.8545,1.709,0.06088858000000001
fc_prior_0JOEXL.pt,855,1000,0.8555,1.711,0.05812660000000001
fc_prior_A5WS7P.pt,856,1000,0.8565,1.713,0.06049438
fc_prior_04ZLXY.pt,858,1000,0.8585,1.717,0.060320979999999996
fc_prior_L09LDJ.pt,859,1000,0.8595,1.719,0.06057272
fc_prior_MF3ILG.pt,863,1000,0.8635,1.727,0.06070052000000001
fc_prior_0U5N42.pt,865,1000,0.8655,1.731,0.059895639999999986
fc_prior_R8CDGM.pt,868,1000,0.8685,1.737,0.06067387999999999
fc_prior_QOX7LR.pt,868,1000,0.8685,1.737,0.06142337999999998
fc_prior_YZXRY1.pt,870,1000,0.8705,1.741,0.060430940000000016
fc_prior_E4K42D.pt,870,1000,0.8705,1.741,0.009649739999999997
fc_prior_CKHZ4O.pt,889,1000,0.8895,1.779,0.060178099999999984
fc_prior_XMQYUB.pt,894,1000,0.8945,1.789,0.06096368
fc_prior_CVXAM4.pt,898,1000,0.8985,1.797,0.060489079999999994
fc_prior_D9Y4ZV.pt,903,1000,0.9035,1.807,0.009743759999999997
fc_prior_Y310JO.pt,908,1000,0.9085,1.817,0.03162460000000001
fc_prior_KAXEV7.pt,909,1000,0.9095,1.819,0.06044842
fc_prior_1O89GH.pt,913,1000,0.9135,1.827,0.009797460000000003
fc_prior_K3RA4H.pt,917,1000,0.9175,1.835,0.060536359999999984
fc_prior_VYB18B.pt,920,1000,0.9205,1.841,0.06043931999999999
fc_prior_M3Y7O0.pt,922,1000,0.9225,1.845,0.05920847999999999
fc_prior_G6VTWL.pt,937,1000,0.9375,1.875,0.06067856
fc_prior_0NWMUR.pt,937,1000,0.9375,1.875,0.05846682
fc_prior_M3QNOD.pt,939,1000,0.9395,1.879,0.06088458
fc_prior_0XT7BI.pt,944,1000,0.9445,1.889,0.06015791999999998
fc_prior_UB3ZBZ.pt,947,1000,0.9475,1.895,0.06101244
fc_prior_343CL6.pt,949,1000,0.9495,1.899,0.059091679999999994
fc_prior_95MH7X.pt,953,1000,0.9535,1.907,0.06056164
fc_prior_1Y5H2P.pt,955,1000,0.9555,1.911,0.059848659999999984
fc_prior_DHOOEP.pt,957,1000,0.9575,1.915,0.05864014000000001
fc_prior_UZ5TAE.pt,958,1000,0.9585,1.917,0.05969797999999999
fc_prior_5JSKJ4.pt,963,1000,0.9635,1.927,0.06062137999999998
fc_prior_GYXIC4.pt,965,1000,0.9655,1.931,0.06084856000000001
fc_prior_5R3G9R.pt,967,1000,0.9675,1.935,0.06005392
fc_prior_MAXXVU.pt,969,1000,0.9695,1.939,0.06067052000000001
fc_prior_K5SDVH.pt,970,1000,0.9705,1.941,0.05980468
fc_prior_GH3XGS.pt,970,1000,0.9705,1.941,0.06001618
fc_prior_F43R26.pt,971,1000,0.9715,1.943,0.06141646
fc_prior_X0QQ0G.pt,973,1000,0.9735,1.947,0.058628319999999984
fc_prior_O0WC46.pt,975,1000,0.9755,1.951,0.059522700000000005
fc_prior_KSFFZS.pt,975,1000,0.9755,1.951,0.05976049999999999
fc_prior_SPIWEN.pt,975,1000,0.9755,1.951,0.06082851999999999
fc_prior_4ULGZJ.pt,976,1000,0.9765,1.953,0.05720222
fc_prior_X8PPHX.pt,978,1000,0.9785,1.957,0.0600714
fc_prior_O5QID1.pt,979,1000,0.9795,1.959,0.058824120000000014
fc_prior_KYUKEF.pt,985,1000,0.9855,1.971,0.05934098000000001
fc_prior_6DSH9H.pt,986,1000,0.9865,1.973,0.06129436
fc_prior_BBUKQ1.pt,989,1000,0.9895,1.979,0.05911286
fc_prior_J1K5QC.pt,991,1000,0.9915,1.983,0.05973661999999999
fc_prior_D876OX.pt,992,1000,0.9925,1.985,0.060324860000000015
fc_prior_KC6VA9.pt,994,1000,0.9945,1.989,0.05995908
fc_prior_OZRIM8.pt,994,1000,0.9945,1.989,0.05948378
fc_prior_9DNGTZ.pt,1004,1000,1.0045,2.009,0.059726879999999996
fc_prior_CZ5HVP.pt,1004,1000,1.0045,2.009,0.06026274
fc_prior_Q587QK.pt,1009,1000,1.0095,2.019,0.059221119999999995
fc_prior_XWEGJB.pt,1012,1000,1.0125,2.025,0.05929068
fc_prior_R9R7ZR.pt,1014,1000,1.0145,2.029,0.05702128
fc_prior_ML1XZH.pt,1020,1000,1.0205,2.041,0.06260935999999999
fc_prior_R7MKXV.pt,1026,1000,1.0265,2.053,0.058930500000000025
fc_prior_YWNNA0.pt,1028,1000,1.0285,2.057,0.058455199999999985
fc_prior_9FS3Q5.pt,1029,1000,1.0295,2.059,0.06008090000000002
fc_prior_AZRQJB.pt,1030,1000,1.0305,2.061,0.05959146000000001
fc_prior_0HQ5HG.pt,1047,1000,1.0475,2.095,0.05924607999999999
fc_prior_R9JOD5.pt,1049,1000,1.0495,2.099,0.061304279999999996
fc_prior_DSIKJE.pt,1051,1000,1.0515,2.103,0.058956700000000015
fc_prior_VNNPOT.pt,1059,1000,1.0595,2.119,0.05798047999999999
fc_prior_KTQH7I.pt,1066,1000,1.0665,2.133,0.05919042000000002
fc_prior_IUTRQ4.pt,1067,1000,1.0675,2.135,0.06146031999999999
fc_prior_LOALTE.pt,1067,1000,1.0675,2.135,0.059088939999999986
fc_prior_EDLNU2.pt,1074,1000,1.0745,2.149,0.05968750000000002
fc_prior_12FO1H.pt,1075,1000,1.0755,2.151,0.06011173999999999
fc_prior_QRX9VM.pt,1075,1000,1.0755,2.151,0.05890909999999999
fc_prior_WXLQNS.pt,1078,1000,1.0785,2.157,0.060020359999999995
fc_prior_G59435.pt,1080,1000,1.0805,2.161,0.05958843999999999
fc_prior_PP6EVK.pt,1082,1000,1.0825,2.165,0.0599141
fc_prior_VFEM3L.pt,1086,1000,1.0865,2.173,0.05821312000000001
fc_prior_67G9LX.pt,1087,1000,1.0875,2.175,0.05896238
fc_prior_0XB54R.pt,1089,1000,1.0895,2.179,0.06062050000000001
fc_prior_OPR1S4.pt,1090,1000,1.0905,2.181,0.05870107999999999
fc_prior_J8Z383.pt,1092,1000,1.0925,2.185,0.05888278
fc_prior_BODYHQ.pt,1095,1000,1.0955,2.191,0.05905176000000001
fc_prior_G5MR0O.pt,1096,1000,1.0965,2.193,0.05971564000000001
fc_prior_55MUCX.pt,1101,1000,1.1015,2.203,0.05992515999999998
fc_prior_7FBF64.pt,1106,1000,1.1065,2.213,0.05788984000000001
fc_prior_SZ4GGA.pt,1106,1000,1.1065,2.213,0.05848814000000001
fc_prior_I7A34S.pt,1106,1000,1.1065,2.213,0.05885500000000001
fc_prior_9ZIZ5P.pt,1108,1000,1.1085,2.217,0.059160519999999994
fc_prior_KCXY4F.pt,1111,1000,1.1115,2.223,0.05878481999999999
fc_prior_X3TKCX.pt,1111,1000,1.1115,2.223,0.05966011999999999
fc_prior_5QQUDU.pt,1126,1000,1.1265,2.253,0.05954341999999999
fc_prior_OUI0JC.pt,1128,1000,1.1285,2.257,0.05763616
fc_prior_4Z6RPH.pt,1129,1000,1.1295,2.259,0.058995059999999995
fc_prior_OEP0V1.pt,1135,1000,1.1355,2.271,0.05965796000000003
fc_prior_ZOQK7S.pt,1149,1000,1.1495,2.299,0.05988548000000002
fc_prior_5PWEMI.pt,1158,1000,1.1585,2.317,0.05800543999999999
fc_prior_RPIYBO.pt,1163,1000,1.1635,2.327,0.05832252
fc_prior_L95QNC.pt,1166,1000,1.1665,2.333,0.059330300000000016
fc_prior_M2IWJ3.pt,1167,1000,1.1675,2.335,0.05936784000000002
fc_prior_WVU6XF.pt,1182,1000,1.1825,2.365,0.058262160000000014
fc_prior_YAJ39O.pt,1206,1000,1.2065,2.413,0.05785819999999999
fc_prior_SBQVJS.pt,1213,1000,1.2135,2.427,0.0577807
fc_prior_O3VG0W.pt,1213,1000,1.2135,2.427,0.05951926000000001
fc_prior_G2S9OI.pt,1237,1000,1.2375,2.475,0.05942339999999999
fc_prior_X9O3BV.pt,1243,1000,1.2435,2.487,0.05716753999999998
fc_prior_1R7569.pt,1247,1000,1.2475,2.495,0.06053968000000001
fc_prior_PXWGRD.pt,1247,1000,1.2475,2.495,0.05979421999999998
fc_prior_3Q9VVX.pt,1249,1000,1.2495,2.499,0.0592741
fc_prior_X27P8N.pt,1270,1000,1.2705,2.541,0.059273240000000026
fc_prior_AKJEGH.pt,1270,1000,1.2705,2.541,0.06023684
fc_prior_0FCLIP.pt,1274,1000,1.2745,2.549,0.059405799999999995
fc_prior_PG9C5M.pt,1278,1000,1.2785,2.557,0.05932386000000001
fc_prior_FRK96H.pt,1285,1000,1.2855,2.571,0.05912513999999999
fc_prior_JTTE12.pt,1306,1000,1.3065,2.613,0.05910529999999997
fc_prior_7L6XBT.pt,1311,1000,1.3115,2.623,0.05085869999999999
fc_prior_HYO5PB.pt,1322,1000,1.3225,2.645,0.058706119999999994
fc_prior_AOR3TT.pt,1325,1000,1.3255,2.651,0.03777378
fc_prior_SBGEMI.pt,1342,1000,1.3425,2.685,0.05819465999999998
fc_prior_KK81H4.pt,1343,1000,1.3435,2.687,0.05681254
fc_prior_4TLKY7.pt,1343,1000,1.3435,2.687,0.05688976000000001
fc_prior_3VSFYQ.pt,1356,1000,1.3565,2.713,0.05931615999999999
fc_prior_VGNGCX.pt,1356,1000,1.3565,2.713,0.0588652
fc_prior_KSWP9V.pt,1360,1000,1.3605,2.721,0.05751093999999999
fc_prior_G535P2.pt,1368,1000,1.3685,2.737,0.051276980000000014
fc_prior_03J0WY.pt,1371,1000,1.3715,2.743,0.05515
fc_prior_X5A5DZ.pt,1374,1000,1.3745,2.749,0.0548241
fc_prior_S2UICB.pt,1395,1000,1.3955,2.791,0.05417848000000001
fc_prior_9XM36N.pt,1411,1000,1.4115,2.823,0.05667618
fc_prior_V5QCNH.pt,1416,1000,1.4165,2.833,0.05345959999999999
fc_prior_WFVJHO.pt,1429,1000,1.4295,2.859,0.058461619999999985
fc_prior_BSJRVW.pt,1446,1000,1.4465,2.893,0.054801199999999994
fc_prior_LLN3OR.pt,1453,1000,1.4535,2.907,0.05744108000000001
fc_prior_ESUR23.pt,1456,1000,1.4565,2.913,0.057893279999999984
fc_prior_L8S1GI.pt,1460,1000,1.4605,2.921,0.057113359999999995
fc_prior_8Y0IOL.pt,1482,1000,1.4825,2.965,0.057023040000000004
fc_prior_V4B8NF.pt,1498,1000,1.4985,2.997,0.05810924
fc_prior_OC4UYL.pt,1502,1000,1.5025,3.005,0.05742336000000001
fc_prior_AH8UO1.pt,1507,1000,1.5075,3.015,0.05881406
fc_prior_CAG2NK.pt,1518,1000,1.5185,3.037,0.056486400000000006
fc_prior_JZ7KCO.pt,1526,1000,1.5265,3.053,0.05852513999999998
fc_prior_JLLYGM.pt,1548,1000,1.5485,3.097,0.05872856
fc_prior_0UMGQR.pt,1550,1000,1.5505,3.101,0.056399879999999986
fc_prior_1OPY47.pt,1597,1000,1.5975,3.195,0.05460093999999999
fc_prior_2HV30K.pt,1618,1000,1.6185,3.237,0.0543424
fc_prior_DOMTHP.pt,1621,1000,1.6215,3.243,0.05770208000000001
fc_prior_RLZTZ7.pt,1630,1000,1.6305,3.261,0.054948699999999996
fc_prior_9ZP5ZV.pt,1644,1000,1.6445,3.289,0.05328123999999999
fc_prior_C9I0LI.pt,1660,1000,1.6605,3.321,0.05459151999999998
fc_prior_TSG7EQ.pt,1672,1000,1.6725,3.345,0.05342925999999999
fc_prior_LEPTEU.pt,1674,1000,1.6745,3.349,0.05377601999999999
fc_prior_4BQ380.pt,1679,1000,1.6795,3.359,0.052308639999999976
fc_prior_JZLJ8H.pt,1686,1000,1.6865,3.373,0.05164633999999999
fc_prior_8F991A.pt,1702,1000,1.7025,3.405,0.04953648
fc_prior_HR5I2U.pt,1702,1000,1.7025,3.405,0.05227520000000001
fc_prior_UR8USI.pt,1706,1000,1.7065,3.413,0.05079148000000001
fc_prior_0WJ1R3.pt,1708,1000,1.7085,3.417,0.055120519999999985
fc_prior_1EHASV.pt,1710,1000,1.7105,3.421,0.05063934
fc_prior_A4Y9HP.pt,1711,1000,1.7115,3.423,0.05077742
fc_prior_NO1NLK.pt,1716,1000,1.7165,3.433,0.053985760000000015
fc_prior_JYF8F6.pt,1736,1000,1.7365,3.473,0.050562299999999984
fc_prior_Y7SXAI.pt,1741,1000,1.7415,3.483,0.05130716
fc_prior_EACNZY.pt,1749,1000,1.7495,3.499,0.05143410000000002
fc_prior_74Q3PO.pt,1750,1000,1.7505,3.501,0.05015628000000001
fc_prior_HD6MAT.pt,1752,1000,1.7525,3.505,0.05040422000000001
fc_prior_D9563N.pt,1755,1000,1.7555,3.511,0.04852118000000001
fc_prior_NHLWKC.pt,1756,1000,1.7565,3.513,0.04909094
fc_prior_W5Z4N5.pt,1760,1000,1.7605,3.521,0.05557436000000001
fc_prior_QJJXQ4.pt,1760,1000,1.7605,3.521,0.05629988000000002
fc_prior_ZTHXYM.pt,1760,1000,1.7605,3.521,0.05615309999999999
fc_prior_QWIII2.pt,1763,1000,1.7635,3.527,0.056293299999999984
fc_prior_9575B4.pt,1769,1000,1.7695,3.539,0.05384704
fc_prior_T0NFCR.pt,1769,1000,1.7695,3.539,0.05726014
fc_prior_FPGCBA.pt,1771,1000,1.7715,3.543,0.009007140000000002
fc_prior_MF4FBU.pt,1773,1000,1.7735,3.547,0.05336724
fc_prior_XSXTQ1.pt,1775,1000,1.7755,3.551,0.054656500000000004
fc_prior_5GKG36.pt,1776,1000,1.7765,3.553,0.05330208
fc_prior_E7WEMK.pt,1787,1000,1.7875,3.575,0.05506594000000001
fc_prior_JGNURE.pt,1793,1000,1.7935,3.587,0.052172600000000006
fc_prior_PCMJJI.pt,1794,1000,1.7945,3.589,0.056079859999999995
fc_prior_UI0NZB.pt,1798,1000,1.7985,3.597,0.05386526
fc_prior_YWCS9Z.pt,1799,1000,1.7995,3.599,0.05309588000000001
fc_prior_T2AONR.pt,1799,1000,1.7995,3.599,0.05825290000000002
fc_prior_Z8KBHE.pt,1799,1000,1.7995,3.599,0.057069459999999975
fc_prior_23GSWS.pt,1800,1000,1.8005,3.601,0.05124244
fc_prior_1OSNO3.pt,1801,1000,1.8015,3.603,0.05260374
fc_prior_BQPAV1.pt,1801,1000,1.8015,3.603,0.05049104
fc_prior_XSV5WZ.pt,1805,1000,1.8055,3.611,0.049475680000000015
fc_prior_SESE39.pt,1811,1000,1.8115,3.623,0.051819320000000016
fc_prior_JCCH9E.pt,1813,1000,1.8135,3.627,0.059329780000000006
fc_prior_629T9F.pt,1814,1000,1.8145,3.629,0.05820999999999999
fc_prior_UOK8L7.pt,1819,1000,1.8195,3.639,0.05485137999999999
fc_prior_OKP4RC.pt,1819,1000,1.8195,3.639,0.05492628000000001
fc_prior_IGCP5U.pt,1824,1000,1.8245,3.649,0.055120120000000015
fc_prior_I99RBS.pt,1832,1000,1.8325,3.665,0.05516492000000001
fc_prior_4ZGSUO.pt,1836,1000,1.8365,3.673,0.05708444000000001
fc_prior_JFQH15.pt,1838,1000,1.8385,3.677,0.053552760000000005
fc_prior_WHYK8K.pt,1841,1000,1.8415,3.683,0.05650927999999999
fc_prior_Z8LZJ0.pt,1843,1000,1.8435,3.687,0.055968939999999995
fc_prior_X1BGO8.pt,1851,1000,1.8515,3.703,0.05278312
fc_prior_W5FOK2.pt,1854,1000,1.8545,3.709,0.05322685999999998
fc_prior_LLJ3CW.pt,1856,1000,1.8565,3.713,0.05312248
fc_prior_YJ926Y.pt,1858,1000,1.8585,3.717,0.05557514000000001
fc_prior_QYJU6M.pt,1865,1000,1.8655,3.731,0.05247954000000002
fc_prior_ZYGJ3S.pt,1866,1000,1.8665,3.733,0.052636759999999984
fc_prior_RY0LME.pt,1867,1000,1.8675,3.735,0.05326991999999999
fc_prior_UXMHMZ.pt,1872,1000,1.8725,3.745,0.05285548
fc_prior_O6NV9G.pt,1881,1000,1.8815,3.763,0.05492973999999999
fc_prior_UE17IT.pt,1881,1000,1.8815,3.763,0.057286260000000006
fc_prior_RXH5JF.pt,1884,1000,1.8845,3.769,0.05436606
fc_prior_C7D3D8.pt,1890,1000,1.8905,3.781,0.05564636000000001
fc_prior_JKDZUK.pt,1890,1000,1.8905,3.781,0.05484057999999999
fc_prior_OZ21MI.pt,1892,1000,1.8925,3.785,0.05414068
fc_prior_JJGAYT.pt,1901,1000,1.9015,3.803,0.051519640000000005
fc_prior_OEUNCR.pt,1901,1000,1.9015,3.803,0.0097633
fc_prior_XNUSXS.pt,1902,1000,1.9025,3.805,0.056285199999999994
fc_prior_441TCR.pt,1902,1000,1.9025,3.805,0.057801759999999994
fc_prior_XYLFN0.pt,1903,1000,1.9035,3.807,0.03671588
fc_prior_AZP9ZA.pt,1905,1000,1.9055,3.811,0.0529188
fc_prior_0NQA07.pt,1906,1000,1.9065,3.813,0.05573694000000001
fc_prior_29GFOT.pt,1909,1000,1.9095,3.819,0.056967399999999994
fc_prior_R2G4T4.pt,1913,1000,1.9135,3.827,0.05289589999999999
fc_prior_9GTE7F.pt,1915,1000,1.9155,3.831,0.051452819999999996
fc_prior_7Z7ZSK.pt,1915,1000,1.9155,3.831,0.04893066000000001
fc_prior_YPZO94.pt,1917,1000,1.9175,3.835,0.04686378
fc_prior_ETOG9J.pt,1922,1000,1.9225,3.845,0.04890704000000001
fc_prior_AXKB2U.pt,1937,1000,1.9375,3.875,0.053352399999999994
fc_prior_7NTIH6.pt,1939,1000,1.9395,3.879,0.05569509999999999
fc_prior_W21TC4.pt,1945,1000,1.9455,3.891,0.05389076
fc_prior_ZYSBMZ.pt,1955,1000,1.9555,3.911,0.05467941999999997
fc_prior_QKNESO.pt,1960,1000,1.9605,3.921,0.05580729999999999
fc_prior_YJ3HTT.pt,1965,1000,1.9655,3.931,0.05145929999999999
fc_prior_MFDOBA.pt,1968,1000,1.9685,3.937,0.05423890000000001
fc_prior_J27GY6.pt,1968,1000,1.9685,3.937,0.05571136000000001
fc_prior_KFTANB.pt,1970,1000,1.9705,3.941,0.05341476
fc_prior_TTJASM.pt,1974,1000,1.9745,3.949,0.054705319999999974
fc_prior_7UK3OC.pt,1977,1000,1.9775,3.955,0.051879499999999995
fc_prior_1FIRYP.pt,1980,1000,1.9805,3.961,0.05529187999999999
fc_prior_Q703OJ.pt,1984,1000,1.9845,3.969,0.056464
fc_prior_6HUM5F.pt,1990,1000,1.9905,3.981,0.053117100000000014
fc_prior_JS171M.pt,1993,1000,1.9935,3.987,0.04289185999999999
fc_prior_Q9QFIM.pt,1994,1000,1.9945,3.989,0.05263000000000002
fc_prior_C7R4HM.pt,1995,1000,1.9955,3.991,0.05330742
fc_prior_6FJHQV.pt,2001,1000,2.0015,4.003,0.0546191
fc_prior_YGDXD0.pt,2001,1000,2.0015,4.003,0.05322962
fc_prior_MNG10R.pt,2003,1000,2.0035,4.007,0.055188160000000014
fc_prior_T9KJC6.pt,2003,1000,2.0035,4.007,0.055599520000000006
fc_prior_40RITZ.pt,2005,1000,2.0055,4.011,0.05540610000000001
fc_prior_VQJPIR.pt,2006,1000,2.0065,4.013,0.056588019999999996
fc_prior_4GG5DD.pt,2006,1000,2.0065,4.013,0.05457589999999998
fc_prior_80GCU8.pt,2011,1000,2.0115,4.023,0.05411991999999999
fc_prior_JSWXQG.pt,2018,1000,2.0185,4.037,0.05437101999999999
fc_prior_IZYXDU.pt,2024,1000,2.0245,4.049,0.053321679999999996
fc_prior_YL81Y8.pt,2031,1000,2.0315,4.063,0.05631337999999999
fc_prior_MJ9QS8.pt,2035,1000,2.0355,4.071,0.05381245999999999
fc_prior_KKAU5L.pt,2036,1000,2.0365,4.073,0.05233269999999999
fc_prior_9QNVX6.pt,2036,1000,2.0365,4.073,0.05521654
fc_prior_382X7E.pt,2046,1000,2.0465,4.093,0.05421228000000001
fc_prior_38WL0S.pt,2048,1000,2.0485,4.097,0.05356755999999998
fc_prior_KQ5O6G.pt,2048,1000,2.0485,4.097,0.0556144
fc_prior_IQMYLC.pt,2048,1000,2.0485,4.097,0.05790688
fc_prior_KVE3BH.pt,2053,1000,2.0535,4.107,0.05413692000000001
fc_prior_UCM8HZ.pt,2058,1000,2.0585,4.117,0.05544681999999999
fc_prior_SJSA3V.pt,2060,1000,2.0605,4.121,0.052722620000000005
fc_prior_NAJEFQ.pt,2061,1000,2.0615,4.123,0.054978700000000005
fc_prior_92JSNZ.pt,2062,1000,2.0625,4.125,0.053033440000000015
fc_prior_EQ94D8.pt,2067,1000,2.0675,4.135,0.0535165
fc_prior_IE7Q2N.pt,2069,1000,2.0695,4.139,0.043656299999999995
fc_prior_2NK27H.pt,2073,1000,2.0735,4.147,0.05079668
fc_prior_LC9134.pt,2073,1000,2.0735,4.147,0.05245960000000001
fc_prior_R5I122.pt,2077,1000,2.0775,4.155,0.05256231999999999
fc_prior_E76KYO.pt,2078,1000,2.0785,4.157,0.04946500000000001
fc_prior_7542L8.pt,2083,1000,2.0835,4.167,0.051955740000000014
fc_prior_7D8820.pt,2084,1000,2.0845,4.169,0.05064478
fc_prior_S67VT2.pt,2086,1000,2.0865,4.173,0.05084726
fc_prior_2W6F7I.pt,2090,1000,2.0905,4.181,0.0512888
fc_prior_F9DABQ.pt,2091,1000,2.0915,4.183,0.05190739999999998
fc_prior_0ZRXZ9.pt,2091,1000,2.0915,4.183,0.05175412000000001
